kode_desa;kode_karts;nama_objek;jenis;x;y;z;provinsi;kabupaten;kecamatan;desa;dukuh;tempat_unik;letak;akses;biota;potensi;pemanfaatan;keterangan
3312010001;GNS_WNG_PRC;Goa Sumosakir;GOA H;479353;9101400;;Jawa Tengah;Wonogiri;Pracimantoro;Sumber Agung;Meri;Makam Mbah Somo;Lereng Depresi;Jalan Desa Beton;;;Sudah Dimanfaatkan;Digunakan Sebagai Tempat Pemakaman Pemilik Lahan
3312010001;GNS_WNG_PRC;Telogo Digal;TELAGA;478682;9101693;;Jawa Tengah;Wonogiri;Pracimantoro;Sumber Agung;Digal;Sumur;Pusat Depresi;Jalan Desa Beton;Ikan, Katak;Perikanan, Irigasi, Tempat pembuangan Air;Sudah Dimanfaatkan;Digunakan Untuk Mandi dan Irigasi
3312010001;GNS_WNG_PRC;Ponor Ngaluran;PONOR;478204;9101456;;Jawa Tengah;Wonogiri;Pracimantoro;Sumber Agung;Ngaluran;;Pusat Depresi;Jalan Desa Aspal;Kodok, Jangkrik;;Sudah Dimanfaatkan;Sebagai tempat Drainase Air Banjir Masuk ke Ponor
3312010001;GNS_WNG_PRC;Song Terus;GOA H;478394;9102246;;Jawa Tengah;Wonogiri;Pracimantoro;Sumber Agung;Pundung Sari;Pohon So;Lereng Depresi;Jalan Kabupaten;Tokek, Jamngkrik;;Sudah Dimanfaatkan;Goanya Bisa Tembus dan Jaraknya Pendek dan Digunakan Sebagai Tempat Pembuangan Sampah
3312010001;GNS_WNG_PRC;Embung Mesu;TELAGA;479520;9099594;;Jawa Tengah;Wonogiri;Pracimantoro;Sumber Agung;Mesu;;Alur Lembah;Jalan Setapak;Semut, Jangkrik, Ikan, Lebah;Sumber Air;Sudah Dimanfaatkan;Dipinggir Jalan Dibuat Untuk Irigasi
3312010001;GNS_WNG_PRC;Tebing Mesu;TEBING;479453;9099572;;Jawa Tengah;Wonogiri;Pracimantoro;Sumber Agung;Mesu;;Patahan/Tebing;Jalan Setapak;Jangkrik, Burung, Semut, Lebah;;Belum Dimanfaatkan;Berada Dipinggir Embung Mesu dan Memiliki Batuan Gamping, Serta Akses Jalan yang Mudah
3312010001;GNS_WNG_PRC;Song Mesu 1;GOA V;479469;9099824;;Jawa Tengah;Wonogiri;Pracimantoro;Sumber Agung;Mesu;;Alur Lembah;Jalan Setapak;Jangkrik, Kupu-Kupu, Semut, Nyamuk, Tikus;;Belum Dimanfaatkan;Dekat Jalan dan Berada Di Ladang Warga di erkirakan Kedalaman 75m
3312010001;GNS_WNG_PRC;Song Mesu 2;GOA V;479108;9100123;;Jawa Tengah;Wonogiri;Pracimantoro;Sumber Agung;Mesu;;Pusat Depresi;Jalan Setapak;Ayam, Belalang, Semut;;Sudah Dimanfaatkan;Luweng Digali Menggunakan Alat dan Disusun Menggunakan Bes
3312010001;GNS_WNG_PRC;Song Mesu 3;GOA H;478810;9100269;;Jawa Tengah;Wonogiri;Pracimantoro;Sumber Agung;Mesu;;Alur Lembah;Belum Ada Jalan;Kupu-Kupu, Nyamuk, Semut;;Tidak Dimanfaatkan;Tertutup Oleh Rerumputan Yang Tinggi
3312010001;GNS_WNG_PRC;Song Landak 1;GOA H;478654;9100179;;Jawa Tengah;Wonogiri;Pracimantoro;Sumber Agung;Mesu;;Lereng Depresi;Belum Ada Jalan;Nyamu, Kupu-Kupu, Burung, Semut;;Belum Dimanfaatkan;Tempat Tinggal Landak dan Terdapat vJebakan di Depan Goa
3312010001;GNS_WNG_PRC;Song Landak 2;GOA H;478648;9100181;;Jawa Tengah;Wonogiri;Pracimantoro;Sumber Agung;Mesu;;Lereng Depresi;Belum Ada Jalan;Nyamuk, Burung, Kupu-Kupu, Semut;;Belum Dimanfaatkan;Tempat Tinggal Landak
3312010001;GNS_WNG_PRC;Luweng Jumblang;COLLAPS;479027;9099187;;Jawa Tengah;Wonogiri;Pracimantoro;Sumber Agung;;;Pusat Depresi;Belum Ada Jalan;Jangkrik, Semut, Ular, Burung;;Sudah Dimanfaatkan;Jauh Dari Jalan dan Pemukiman
3312010001;GNS_WNG_PRC;Luweng Blecok ;GOA H;477717;9099256;;Jawa Tengah;Wonogiri;Pracimantoro;Sumber Agung;Pakem;Enterens Buatan;Alur Lembah;Jalan Setapak;Pohon isang, Nyamuk, Singkong, Nyamuk;;Tidak Dimanfaatkan;Enterens Dibuat Supaya Air Mudah Masuk
3312010001;GNS_WNG_PRC;Luweng Lumbu;GOA V;476650;9099035;;Jawa Tengah;Wonogiri;Pracimantoro;Sumber Agung;Pakem;;Alur Lembah;Jalan Setapak;Lumbu, Singkong, Capung;;Tidak Dimanfaatkan;Dahulu Berupa Collaps Dan Digunakan Sebagai Tempat pembuangan Sampah Yang Akhirnya Ditutup Menggunakan Batu
3312010001;GNS_WNG_PRC;Telaga Pilah (Cekdam);TELAGA;477093;9098670;;Jawa Tengah;Wonogiri;Pracimantoro;Sumber Agung;Ngeluh;;Alur Lembah;Jalan Setapak;Jati, Kodok, Nyamuk, Kumbang, Kelapa, Pisang ;;Sudah Dimanfaatkan;Sebagai Tempat Penampungan Air Hujan
3312010001;GNS_WNG_PRC;Telaga Dilem;TELAGA;476553;9099980;;Jawa Tengah;Wonogiri;Pracimantoro;Sumber Agung;Pakem;Pohon Beringin;Lereng Depresi;Jalan Setapak;Belalang, Kupu-Kupu, Siput, Pepaya, Pisang;Ladang Warga;Sudah Dimanfaatkan; Sekitarnya Digunakan Sebagai Ladang Oleh Warga Setempat
3312010001;GNS_WNG_PRC;Goa Totogan;GOA H;476504;9099592;;Jawa Tengah;Wonogiri;Pracimantoro;Sumber Agung;Ngeluh;;Lereng Depresi;Jalan Desa Beton;Paku-Pakuan, Pisang, Katak;;Sudah Dimanfaatkan;Berada Dipinggir Jalan dan Dahulu Digunakan Sebagai Bahan Bangunan, Sekarang Digunakan Sebagai Tempat Sampah
3312010001;GNS_WNG_PRC;Luweng Mbletok;GOA V;477692;9099199;;Jawa Tengah;Wonogiri;Pracimantoro;Sumber Agung;Pakem;;Alur Lembah;Jalan Setapak;Tumbuhan Menjalar;;Tidak Dimanfaatkan;Enteren yang Dilebarkan Oleh Alat Berat Untuk Memudahkan Air Masuk Kedalam Luweng
3312010001;GNS_WNG_PRC;Telaga Kotekan ;TELAGA;477694;9099170;;Jawa Tengah;Wonogiri;Pracimantoro;Sumber Agung;Pakem;Terdapat Luweng;Alur Lembah;Jalan Perintis;Kacang, Ketela, Belalang;Menggenang Pemukiman Ketika Hujan;Sudah Dimanfaatkan;Sering Meluap Sehingga Oleh Warga Luweng Disekitar Digali Supaya Air Dapat Meresap
3312010001;GNS_WNG_PRC;Ponor Pakem;PONOR;476983;9099081;;Jawa Tengah;Wonogiri;Pracimantoro;Sumber Agung;Pakem;;Pusat Depresi;Jalan Setapak;Nyamuk;Ladang Warga;Tidak Dimanfaatkan;
3312010001;GNS_WNG_PRC;Luweng Larmi;GOA V;476814;9099183;;Jawa Tengah;Wonogiri;Pracimantoro;Sumber Agung;Ngelo;;Pusat Depresi;Belum Ada Jalan;Nyamuk, Monyet;Sebagai Masuknya Air Hujan;Sudah Dimanfaatkan;Luweng Ini Berada Di Pusat Depresi Dan Ketika Hujan Air Masuk Kedalam Luweng Ini
3312010001;GNS_WNG_PRC;Tebing Putih;TEBING;476975;9099766;;Jawa Tengah;Wonogiri;Pracimantoro;Sumber Agung;Ngelo;;Patahan;Jalan Setapak;;Panjat Tebing;Belum Dimanfaatkan;
3312010001;GNS_WNG_PRC;Luweng Njati;GOA V;477385;9099915;;Jawa Tengah;Wonogiri;Pracimantoro;Sumber Agung;Pundung Sari;;Pusat Depresi;Jalan Setapak;Semut, Nyamuk;;Belum Dimanfaatkan;
3312010002;GNS_WNG_PRC;Telaga Petirsari;TELAGA;480406;9101614;;Jawa Tengah;Wonogiri;Pracimantoro;Petirsari;Petirsari;;Pusat Depresi;Jalan Desa Beton;Kupu2 Jangkrik;Digunakan Sebagai Sumber Air;Sudah Dimanfaatkan;Telaga Petirsari Sudah Digunakan Masyarakat Untuk Mandi, Cuci Dll.
3312010002;GNS_WNG_PRC;Luweng Petirsari;GOA V;480390;9101649;;Jawa Tengah;Wonogiri;Pracimantoro;Petirsari;Petirsari;;Lereng Depresi;Jalan Desa Beton;Nyamuk, Jangkrik;Sebagai Masuknya Air Hujan;Belum Dimanfaatkan;Gua Ini Berada Di Lereng Depresi Dekat Dengan Telaga Petirsari, Di Lingkungan Luweng Banyak Sampah Kaca Jika Hujan Turun Air Masuk Ke Luweng Dan Mengalir Ke Telaga
3312010002;GNS_WNG_PRC;Luweng Ngresik;GOA V;479513;9101874;;Jawa Tengah;Wonogiri;Pracimantoro;Petirsari;Wora Wari;;Pusat Depresi;Jalan Setapak;Jangkrik, Nyamuk;;Belum Dimanfaatkan;Luweng Ini Berada Di Pusat Depresi, Luweng Ini Sebagai Tempat Masuknya Air Hujan Dan Memiliki 2 Entrance
3312010002;GNS_WNG_PRC;Jenggungan;COLLAPS;480017;9101181;;Jawa Tengah;Wonogiri;Pracimantoro;Petirsari;Dayakan;;Patahan;Jalan Setapak;Nyamuk, Burung, Kupu2;;Sudah Dimanfaatkan;Digunakan Untuk Ladang Kacang, Singkong, Pisang Bisa Digunakan Panjat Tebing
3312010002;GNS_WNG_PRC;Sumur Mendak;SUMUR;479665;9100663;;Jawa Tengah;Wonogiri;Pracimantoro;Petirsari;Mendak;;Aliran Sungai;Jalan Desa Beton;Kupu2, Ayam, Capung;;Sudah Dimanfaatkan;Digunakan Masyarakat Untuk Pertanian, Ketika Musim Kemarau Tidak Ada Air Tapi Musim Hujan Ada Airnya
3312010002;GNS_WNG_PRC;Telaga Mendak;TELAGA;479656;9100600;;Jawa Tengah;Wonogiri;Pracimantoro;Petirsari;Mendak;;Aliran Sungai;Jalan Desa Beton;Kupu2, Capung;Sumber Air Untuk Pertanian;Sudah Dimanfaatkan;Telaga Mendak Terbentuk Akibat Adanya Amblesan Yang Disebabkan Hujan Dan Permeabilitas Tanah, Menurut Warga Sekitar Jika Telaga Penuh Air Cepat Hilang/Menyusut
3312010002;GNS_WNG_PRC;Luweng Mbanjeng;GOA V;480185;9100630;;Jawa Tengah;Wonogiri;Pracimantoro;Petirsari;Mbanjeng;;Aliran Sungai;Jalan Desa Beton;Nyamuk;;Belum Dimanfaatkan;Luweng Mbanjeng Ini Berada Di Aliran Bengawan Solo Purba Tapi Luweng Ini Ditutup Oleh Warga Menggunakan Batu Dan Rumput Gajah
3312010002;GNS_WNG_PRC;Luweng Mbakung;GOA V;481187;9100963;;Jawa Tengah;Wonogiri;Pracimantoro;Petirsari;Mbakung;;Lereng Depresi;Jalan Setapak;Nyamuk;;Sudah Dimanfaatkan;Luweng Ini Digunakan Untuk Pembuangan Sampah Oleh Masyarakat Sekitar
3312010002;GNS_WNG_PRC;Telaga Mbakung;TELAGA;481168;9100851;;Jawa Tengah;Wonogiri;Pracimantoro;Petirsari;Mbakung;;Aliran Sungai;Jalan Desa Beton;Nyamuk;;Belum Dimanfaatkan;Telaga Mbakung Ini Berada Di Aliran Bengawan Solo Purba
3312010002;GNS_WNG_PRC;Luweng Mbakagung;GOA V;481671;9101049;;Jawa Tengah;Wonogiri;Pracimantoro;Petirsari;Mbakagung;;Lereng Depresi;Jalan Setapak;Tikus, Nyamuk, Burung, Jangkrik;;Belum Dimanfaatkan;Berada di Lereng Bukit 
3312010002;GNS_WNG_PRC;Song Dompol;GOA H;480956;9102176;;Jawa Tengah;Wonogiri;Pracimantoro;Petirsari;Dompol;;Lereng Depresi;Jalan Desa Beton;;;Belum Dimanfaatkan;Berada Dibelakang Rumah Warga
3312010002;GNS_WNG_PRC;Song Laweyan;GOA V;481092;9101869;;Jawa Tengah;Wonogiri;Pracimantoro;Petirsari;Dompol;;Lereng Depresi;Jalan Makadam;;;Sudah Dimanfaatkan;Terletak Dipinggir Jalan dan Diladang Warga
3312010002;GNS_WNG_PRC;Luweng Ngapak;GOA V;479627;9103360;;Jawa Tengah;Wonogiri;Pracimantoro;Petirsari;Genbang;Pohon Bleder;Pusat Depresi;Jalan Setapak;Nyamuk, Jangkrik, Lalat;;Tidak Dimanfaatkan;Gua Vertikal Berada Di Pusat Depresi Dan Are Sekitarnya Digunakan Sebagai Ladang Oleh Warga Setempat
3312010002;GNS_WNG_PRC;Goa Gentong;GOA H;479849;9103729;;Jawa Tengah;Wonogiri;Pracimantoro;Petirsari;Ketos;;Puncak Bukit;Jalan Setapak;Landak, Jangkrik, Burung, Semut;;Tidak Dimanfaatkan;Berada Di Puncak Bukit Dengan Banyak Entrance Untuk Memasukinya Dan Menjadi Sarang Landak
3312010002;GNS_WNG_PRC;Luweng Buh Lor;GOA V;479537;9103609;;Jawa Tengah;Wonogiri;Pracimantoro;Petirsari;Gebang;;Pusat Depresi;Jalan Setapak;Belalang, Nyamuk, Katak;Tempat Pembuangan Sampah;Tidak Dimanfaatkan;Sudah Ditimbun Tanah Oleh Warga
3312010002;GNS_WNG_PRC;Luweng Gebang;GOA V;479295;9103347;;Jawa Tengah;Wonogiri;Pracimantoro;Petirsari;Gebang;Pohon Pilo;Pusat Depresi;Jalan Setapak;Nyamuk, Jangkrik, Burung;Tempat Pembuangan Sampah;Belum Dimanfaatkan;Berada Pada Pusat Depresi, Sekitar Goa Dimanfaatkan Sebagai Ladang Dang Berada di Samping Pohon Pilo Yang Dikeramatkan
3312010002;GNS_WNG_PRC;Song Pahit;GOA H;479626;9102732;;Jawa Tengah;Wonogiri;Pracimantoro;Petirsari;Ketos;Banyak Pohon;Puncak Bukit;Belum Ada Jalan;Lebah, Ngengat, Kodok;;Sudah Dimanfaatkan;Tempat Untuk Mencari Landak dan Berada di Puncak Bukit
3312010002;GNS_WNG_PRC;Ponor Banjaran;PONOR;480457;9102201;;Jawa Tengah;Wonogiri;Pracimantoro;Petirsari;Banjaran;Ladang;Pusat Depresi;Jalan Desa Beton;Nyamuk, Jangkrik;Sebagai Tempat Pembuangan Air;Sudah Dimanfaatkan;Tempat Mengalirnya Air Ketika Banjir
3312010002;GNS_WNG_PRC;Telaga Sendang;TELAGA;480775;9102876;;Jawa Tengah;Wonogiri;Pracimantoro;Petirsari;Dompol;;Pusat Depresi;Jalan Setapak;Jangkrik, Belalang, Burung;Tempat Penampungan Air;Sudah Dimanfaatkan;Rencananya Akan di Bangun Telaga Namun Selalu Gagal Karena Air Selalu Merembes dan Saat ini di Gunakan Sebagai Ladang Oleh Warga
3312010003;GNS_WNG_PRC;Song Ireng;GOA V;481192;9104398;;Jawa Tengah;Wonogiri;Pracimantoro;Watangrejo;Nglancing;Terdapat Makam;Pusat Depresi;Jalan Setapak;Nyamuk;;Belum Dimanfaatkan;Goa Vertikal Dengan Mulut Goa Kecil Dan Belum diKetahu Kedalamannya (Inlet)
3312010003;GNS_WNG_PRC;Song Putih;GOA V;481158;9104294;;Jawa Tengah;Wonogiri;Pracimantoro;Watangrejo;Nglancing;Terdapat Keris;Patahan/Tebing;Jalan Setapak;Nyamuk, Kodok, Kelelawar;;Belum Dimanfaatkan;Goa Vertikal dan Horizontal Serta Akses Jalan Mudah di Lalui
3312010004;GNS_WNG_PRC;Blembem;GUA V;484929;9104928;;Jawa Tengah;Wonogiri;Pracimantoro;Gambirmanis;Bakalan;;Alur Lembah;;;;;Sket 2b
3312010004;GNS_WNG_PRC;Luweng Jamuran;GOA V;483823;9102020;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;Tileng;;Pusat Depresi;Jalan Setapak;Burung, Walang;Sumber Masuknya Air;Belum Dimanfaatkan;Berada Didaerah Bengawan Solo Purba
3312010004;GNS_WNG_PRC;Tlaga Jamuran;TELAGA;483902;9102070;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;Tileng;;Aliran Sungai ;Jalan Setapak;Kupu-Kupu, Capung;;Sudah Dimanfaatkan;Sudah Digunakan Sebagai Lahan Pertanian
3312010004;GNS_WNG_PRC;Sumur Bakalan;SUMUR;484266;9102591;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;Bakalan;;Aliran Sungai;Jalan Desa Beton;Kupu-Kupu;;Sudah Dimanfaatkan;Dimanfaatkan Warga Untuk Pertanian
3312010004;GNS_WNG_PRC;Ponor Kacang;PONOR;482273;9103164;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;;;Pusat Depresi;Jalan Makadam;Walang, Nyamuk;Tempat Masuknya Air;Belum Dimanfaatkan;Sebagai Inlet Air Namun Ditutupi Oleh Sampah Organik
3312010004;GNS_WNG_PRC;Telaga Sebagor;TELAGA;482225;9102845;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;Pakel;Telaga;Alur Lembah;Jalan Makadam;Ikan Mujair;Pengairan, Tampungan Air;Sudah Dimanfaatkan;Musiman
3312010004;GNS_WNG_PRC;Song Sebagor;GOA H;482190;9102726;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;Lembah Bang;;Lereng Depresi;Belum Ada Jalan;Nyamuk, Jangkrik, Burung;;Tidak Dimanfaatkan;Letaknya Menghadap Telaga Sebagor
3312010004;GNS_WNG_PRC;Luweng Dawung-Dawung;GOA V;482176;9101066;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;Tileng;;Puncak Bukit;Jalan Setapak;Belalang, Burung, Jangkrik, Bajing;Terdapat Air;Tidak Dimanfaatkan;Dahulu Terdapat Air Namun Sekarang Ditutup Oleh Warga
3312010004;GNS_WNG_PRC;Luweng Growong-Growong;GOA V;482703;9101495;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;Tileng;;Pusat Depresi;Jalan Setapak;Nyamuk, Jangkrik, Kodok;;Tidak Dimanfaatkan;Sudah Ditutup Dengan Batu Oleh Pemilik Lahan dan Disamping Terdapat Collaps
3312010004;GNS_WNG_PRC;Luweng Jati;GOA V;481491;9103942;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;Gambir Anom;Pohon Jati;Lereng Depresi;Belum Ada Jalan;Nyamuk, Jangkrik, Semut;;Tidak Dimanfaatkan;Berada diAtas Bukit yang Penuh Dengan Pohon Jati Serta Akses Jalan Yang Belum Ada
3312010004;GNS_WNG_PRC;Song Gambir Anom;COLLAPS;481575;9103843;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;Gambir Anom;;Lereng Depresi;Belum Ada Jalan;Semut;;Tidak Dimanfaatkan;Berada di Pinggir Jalan Berupa Reruntuhan
3312010004;GNS_WNG_PRC;Lembah Bang;COLLAPS;481385;9102153;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;Lembah Bang;;Alur Lembah;Belum Ada Jalan;Nyamuk;Tempat Penampungan Air;Sudah Dimanfaatkan;Dahulu di Manfaatkan Sebagai Tempat Sumber Air Namun Saat ini Sudah Tidak Dimanfaatkan Lagi
3312010004;GNS_WNG_PRC;Lembah Bang 2;COLLAPS;481371;9102134;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;Lembah Bang;;Alur Lembah;Belum Ada Jalan;Nyamuk;;Tidak Dimanfaatkan;
3312010004;GNS_WNG_PRC;Luweng Pugeran;GOA V;483075;9104118;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;Karang;;Lereng Depresi;Belum Ada Jalan;Nyamuk;;Tidak Dimanfaatkan;Berada di Dukuh Karang Atau Alas Pugeran
3312010004;GNS_WNG_PRC;Luweng Telaga Mati;GOA V;483485;9104121;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;Gondang Manis;;Pusat Depresi;Jalan Desa Beton;Nyamuk;Daerah Resapan Banjir;Sudah Dimanfaatkan;Digunakan untuk Pelarian Air Dari Wilayah Sekitar Dan Merupakan Luweng Collaps
3312010004;GNS_WNG_PRC;Luweng Area;GOA V;483291;9103337;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;Bakalan;;Lereng Depresi;Jalan Setapak;Belalang, Nyamuk, jangkrik;;Tidak Dimanfaatkan;Luweng Digunakan Sebagai Tempat Pembuangan Sampah
3312010004;GNS_WNG_PRC;Luweng Kemukus;GOA V;483307;9101691;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;Tileng;;Pusat Depresi;Jalan Desa Beton;;;Tidak Dimanfaatkan;Berada Ditengah Sawah Milik Warga Atau Telaga Kering dan Merupakan Luweng Sumuran tidak Ada Arah Lorong Selanjutnya
3312010004;GNS_WNG_PRC;Goa Gunung Resik;GOA H;483475;9105092;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;Nojo;;Lereng Depresi;Jalan Setapak;Landak, Nyamuk;;Sudah Dimanfaatkan;Tempat Berburu landak pada Jaman Dulu
3312010004;GNS_WNG_PRC;Telaga Tilang;TELAGA;483535;9101783;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;Tileng;;Pusat Depresi;Jalan Makadam;Ikan Nila, Katak;Bak Cadangan Air;Sudah Dimanfaatkan;Dimanfaatkan Sebagai Tempat Penyimpanan Air Warga
3312010004;GNS_WNG_PRC;Song Gumuk;GOA H;485283;9104966;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;Bakalan;Dekat Dengan Tebing;Puncak Bukit ;Belum Ada Jalan;Siput, Alap-Alap;;Tidak Dimanfaatkan;Song Tetapi Terdapat Lubang Kecil Dan Terdapat Stalaktit
3312010004;GNS_WNG_PRC;Telaga Dangdang;TELAGA;484612;9103594;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;Bakalan;;Alur Lembah;Jalan Desa Beton;ikan, Cacing, Semut, Burung;Tampungan Air Warga dan Irigasi;Sudah Dimanfaatkan;Dekat Dengan Lapangan Voli
3312010004;GNS_WNG_PRC;Luweng Bakalan;GOA V;484806;9103624;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;Bakalan;pohon Beringin;Alur Lembah;Jalan Setapak;Ikan, Capung, Semut, Ular;Penyerapan Air;Tidak Dimanfaatkan;Dekat Dengan Telaga Dangdang
3312010004;GNS_WNG_PRC;Song Buang;GOA H;485043;9105391;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;Bakalan;Bekas Tambang;Lereng Depresi;Jalan Desa Beton;Kupu-kupu, Lalat, Cacing;;Sudah Dimanfaatkan;Lorong Tidak Begitu Panjang 
3312010004;GNS_WNG_PRC;Goa Karang;GOA V;482074;9102516;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;Pakel;;Lereng Depresi;Jalan Perintis;Nyamuk, Burung, Jangkrik;;Tidak Dimanfaatkan;Menurut Warga Desa, Goa Ini Tembus Dari Timur Desa KeBarat Desa
3312010004;GNS_WNG_PRC;Telaga Doya;TELAGA;482807;9102607;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;;;Pusat Depresi;Jalan Setapak;Nyamuk, Ikan;;Sudah Dimanfaatkan;Merupakan Telaga yang Berada Dipusat Depresi, Telagga ini Dibangun Oleh pemerintah Jawa Tengah
3312010004;GNS_WNG_PRC;Goa Doya Lor;GOA H;482742;9102601;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;;;Lereng Depresi;Jalan Setapak;Nyamuk, Jangkrik;;Sudah Dimanfaatkan;Berada Diatas Telaga Doya dan Dimanfaatkan Sebagai Tempat Pembuangan Sampah
3312010004;GNS_WNG_PRC;Luweng Mblok Duwur;GOA V;481990;9103020;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;Pakel;;Lereng Depresi;Jalan Setapak;Nyamuk, Jangkrik, Burung;;Sudah Dimanfaatkan;Goa Ini Digunakan Untuk Tempat Pembuangan Sampah
3312010004;GNS_WNG_PRC;Song Pakel;GOA V;482104;9102529;;Jawa Tengah;Wonogiri;Pracimantoro;Gambir Manis;Pakel;;Lereng Depresi;Jalan Perintis;Nyamuk, Tokek, Jangkrik;;Sudah Dimanfaatkan;Jaman Dulu Digunakan Sebagai Tempat Bertapa
3312010005;GNS_WNG_PRC;Luweng Gedang;GOA V;477931;9102857;;Jawa Tengah;Wonogiri;Pracimantoro;Joho;;;Pusat Depresi;Jalan Makadam;Pohon pisang, Rumput/Belukar;;Belum Dimanfaatkan;Inlet Atau Tempat Masuknya Air Dari Ladang
